om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc,Nearest Radar Station
620488,2021,8,29,2021-08-29,17:33:00,3,LA,22,0,1,0,0,25000.0,0.0,30.2112,-89.7729,30.2298,-89.8525,4.92,175,1,1,1,103,0,0,0,0,KLIX
620489,2021,8,29,2021-08-29,17:59:00,3,MS,28,0,0,0,0,50000.0,0.0,30.2061,-89.5074,30.3211,-89.6238,10.55,75,1,1,1,45,0,0,0,0,KLIX
620490,2021,8,29,2021-08-29,19:56:00,3,LA,22,0,0,0,0,100000.0,0.0,30.2197,-89.7942,30.232,-89.7977,0.88,100,1,1,1,103,0,0,0,0,KLIX
620491,2021,8,29,2021-08-29,21:11:00,3,MS,28,0,0,0,0,250000.0,0.0,30.2664,-89.3864,30.3108,-89.4086,3.34,200,1,1,1,45,0,0,0,0,KLIX
620492,2021,8,29,2021-08-29,21:15:00,3,MS,28,0,0,0,0,20000.0,0.0,30.2955,-89.3658,30.3244,-89.4006,2.88,200,1,1,1,45,0,0,0,0,KLIX
620493,2021,8,29,2021-08-29,21:37:00,3,MS,28,0,0,0,0,100000.0,0.0,30.3081,-89.2822,30.3145,-89.2864,0.51,75,1,1,1,47,0,0,0,0,KLIX
620494,2021,8,30,2021-08-30,03:18:00,3,MS,28,0,0,0,0,50000.0,0.0,30.3973,-88.9332,30.3989,-88.9354,0.17,150,1,1,1,47,0,0,0,0,KMOB
620495,2021,8,30,2021-08-30,04:55:00,3,MS,28,0,0,0,0,50000.0,0.0,30.3966,-88.8788,30.4042,-88.8786,0.53,100,1,1,1,47,0,0,0,0,KMOB
620496,2021,8,30,2021-08-30,06:44:00,3,MS,28,0,0,0,0,50000.0,0.0,30.3868,-89.0565,30.382,-89.0632,0.52,100,1,1,1,47,0,0,0,0,KLIX
620497,2021,8,30,2021-08-30,06:49:00,3,MS,28,0,0,0,0,100000.0,0.0,30.391,-89.0061,30.4051,-88.9999,1.04,200,1,1,1,47,0,0,0,0,KMOB
620498,2021,8,30,2021-08-30,06:50:00,3,MS,28,0,0,0,0,100000.0,0.0,30.3971,-88.9928,30.4431,-88.9693,3.47,125,1,1,1,47,0,0,0,0,KMOB
620499,2021,8,30,2021-08-30,06:56:00,3,MS,28,0,0,0,0,150000.0,0.0,30.3974,-88.9737,30.4119,-88.9792,1.05,150,1,1,1,47,0,0,0,0,KMOB
620500,2021,8,30,2021-08-30,08:37:00,3,MS,28,0,0,0,0,200000.0,0.0,30.3499,-88.5583,30.4855,-88.4912,10.19,50,1,1,1,59,0,0,0,0,KMOB
620501,2021,8,30,2021-08-30,11:20:00,3,AL,1,0,1,3,0,0.0,0.0,30.7951,-88.0731,30.9212,-87.9919,9.96,175,1,1,1,97,0,0,0,0,KMOB
620502,2021,8,30,2021-08-30,12:25:00,3,AL,1,0,1,0,0,0.0,0.0,31.4064,-87.7922,31.457,-87.7896,3.5,150,1,1,1,25,0,0,0,0,KMOB
620503,2021,8,30,2021-08-30,13:02:00,3,AL,1,0,0,0,0,0.0,0.0,31.7266,-85.9109,31.7675,-85.8906,3.18,75,1,1,1,109,0,0,0,0,KEOX
620504,2021,8,30,2021-08-30,14:45:00,3,AL,1,0,0,0,0,0.0,0.0,32.3979,-85.5981,32.4033,-85.5932,0.48,75,1,1,1,87,0,0,0,0,KMXX
620505,2021,8,31,2021-08-31,14:59:00,3,AL,1,0,0,0,0,20000.0,0.0,31.1999,-85.4894,31.2078,-85.4776,0.89,20,1,1,1,69,0,0,0,0,KEOX
620506,2021,8,31,2021-08-31,16:34:00,3,VA,51,0,1,0,0,20000.0,0.0,37.0808,-80.5188,37.1082,-80.521,1.9,75,1,1,1,121,0,0,0,0,KFCX
620507,2021,8,31,2021-08-31,16:59:00,3,VA,51,0,1,0,0,3000.0,0.0,37.1974,-80.4376,37.2004,-80.4362,0.22,75,1,1,1,121,0,0,0,0,KFCX
620508,2021,8,31,2021-08-31,17:14:00,3,AL,1,0,0,0,0,100000.0,0.0,31.3194,-85.5045,31.3239,-85.4949,0.65,125,1,1,1,45,0,0,0,0,KEOX
620509,2021,8,31,2021-08-31,17:34:00,3,AL,1,0,0,0,0,10000.0,0.0,31.1884,-85.614,31.2107,-85.5854,2.29,25,1,1,1,61,69,0,0,0,KEOX
620357,2021,8,1,2021-08-01,10:14:00,3,NC,37,0,0,0,0,10000.0,0.0,36.2951,-75.8094,36.2881,-75.8059,0.52,100,1,1,1,53,0,0,0,0,KAKQ
620358,2021,8,2,2021-08-02,12:40:00,3,FL,12,0,0,0,0,0.0,0.0,29.0782,-80.9548,29.0792,-80.9453,0.5,25,1,1,1,127,0,0,0,0,KMLB
620359,2021,8,2,2021-08-02,17:35:00,3,TX,48,0,0,0,0,0.0,0.0,29.5231,-94.5721,29.5174,-94.562,0.72,20,1,1,1,167,0,0,0,0,KHGX
620360,2021,8,7,2021-08-07,11:47:00,3,VA,51,0,0,0,0,5000.0,0.0,36.592,-77.227,36.612,-77.23,1.39,25,1,1,1,175,0,0,0,0,KAKQ
620361,2021,8,7,2021-08-07,15:29:00,3,WI,55,0,3,0,0,430000.0,25000.0,43.1305,-90.7199,43.0763,-90.5495,9.38,1100,1,1,1,43,0,0,0,0,KARX
620362,2021,8,7,2021-08-07,16:09:00,3,WI,55,0,1,0,0,0.0,0.0,43.0799,-90.3937,43.0618,-90.2427,7.72,50,1,1,1,49,0,0,0,0,KARX
620363,2021,8,8,2021-08-08,14:52:00,3,WI,55,0,1,0,0,0.0,0.0,43.983,-89.5544,44.0322,-89.5409,3.48,350,1,1,1,137,0,0,0,0,KMKX
620364,2021,8,8,2021-08-08,15:36:00,3,IA,19,0,-9,0,0,0.0,0.0,43.454,-95.583,43.445,-95.575,0.79,40,1,1,1,143,0,0,0,0,KFSD
620365,2021,8,8,2021-08-08,15:47:00,3,IA,19,0,0,0,0,10000.0,0.0,43.415,-95.546,43.386,-95.524,2.42,50,1,1,1,143,0,0,0,0,KFSD
620366,2021,8,8,2021-08-08,18:14:00,3,MO,29,0,0,0,0,15000.0,0.0,36.64,-90.302,36.64,-90.3,0.11,50,1,1,1,23,0,0,0,0,KNQA
620367,2021,8,8,2021-08-08,19:12:00,3,IA,19,0,-9,0,0,0.0,0.0,42.698,-94.923,42.694,-94.921,0.31,20,1,1,1,21,0,0,0,0,KDMX
620368,2021,8,8,2021-08-08,22:00:00,3,IA,19,0,-9,0,0,0.0,1000.0,42.4292,-94.2684,42.4412,-94.2404,1.65,150,1,1,1,187,0,0,0,0,KDMX
620369,2021,8,8,2021-08-08,22:19:00,3,IA,19,0,-9,0,0,0.0,1000.0,42.3844,-94.1794,42.3666,-94.1563,1.7,150,1,1,1,187,0,0,0,0,KDMX
620370,2021,8,8,2021-08-08,22:47:00,3,IA,19,0,-9,0,0,0.0,1000.0,42.3149,-94.2042,42.3004,-94.1735,1.86,160,1,1,1,187,0,0,0,0,KDMX
620371,2021,8,8,2021-08-08,23:02:00,3,IA,19,0,-9,0,0,0.0,1000.0,42.2877,-94.1444,42.2681,-94.1419,1.36,40,1,1,1,187,0,0,0,0,KDMX
620372,2021,8,8,2021-08-08,23:06:00,3,IA,19,0,-9,0,0,0.0,200.0,42.274,-94.1342,42.268,-94.1288,0.49,15,1,1,1,187,0,0,0,0,KDMX
620373,2021,8,9,2021-08-09,13:52:00,3,WI,55,0,0,0,0,0.0,0.0,42.5579,-88.9093,42.5871,-88.8594,3.24,25,1,1,1,105,0,0,0,0,KMKX
620374,2021,8,9,2021-08-09,15:35:00,3,IL,17,0,0,0,0,0.0,0.0,42.0538,-88.9383,42.0538,-88.9359,0.1,20,1,1,1,37,0,0,0,0,KLOT
620375,2021,8,9,2021-08-09,15:44:00,3,IL,17,0,1,0,0,0.0,0.0,42.0628,-88.8742,42.0645,-88.8392,1.8,80,1,1,1,37,0,0,0,0,KLOT
620376,2021,8,9,2021-08-09,15:45:00,3,IL,17,0,1,0,0,0.0,0.0,42.3622,-88.2786,42.3622,-88.2716,0.4,70,1,1,1,111,0,0,0,0,KMKX
620377,2021,8,9,2021-08-09,16:24:00,3,IL,17,0,1,0,0,0.0,0.0,42.0472,-88.5905,42.0382,-88.5185,3.8,100,1,1,1,89,0,0,0,0,KLOT
620378,2021,8,9,2021-08-09,16:28:00,3,IL,17,0,0,0,0,0.0,0.0,42.0024,-89.0029,42.0001,-88.8703,6.8,50,1,1,1,141,37,0,0,0,KLOT
620379,2021,8,9,2021-08-09,17:03:00,3,IL,17,0,-9,0,0,0.0,0.0,41.7068,-89.005,41.7163,-88.9825,1.3,75,1,1,1,103,0,0,0,0,KLOT
620380,2021,8,9,2021-08-09,17:13:00,3,IL,17,0,-9,0,0,0.0,0.0,41.53,-89.34,41.53,-89.34,0.01,5,1,1,1,11,0,0,0,0,KDVN
620381,2021,8,9,2021-08-09,17:13:00,3,IL,17,0,1,0,0,0.0,0.0,41.9623,-88.6706,41.9574,-88.6423,1.5,150,1,1,1,37,0,0,0,0,KLOT
620382,2021,8,9,2021-08-09,17:26:00,3,IL,17,0,0,0,0,0.0,0.0,41.9526,-88.6043,41.9519,-88.6014,0.2,20,1,1,1,37,0,0,0,0,KLOT
620383,2021,8,9,2021-08-09,17:28:00,3,IL,17,0,0,0,0,0.0,0.0,41.9507,-88.5961,41.9414,-88.5226,3.9,400,1,1,1,89,0,0,0,0,KLOT
620384,2021,8,9,2021-08-09,17:38:00,3,IL,17,0,-9,0,0,0.0,0.0,41.9444,-88.5059,41.9446,-88.5049,0.1,10,1,1,1,89,0,0,0,0,KLOT
620385,2021,8,9,2021-08-09,17:57:00,3,IL,17,0,1,0,0,0.0,0.0,41.47,-89.3,41.47,-89.25,3.0,525,1,1,1,11,0,0,0,0,KLOT
620386,2021,8,9,2021-08-09,18:16:00,3,ND,38,0,1,0,0,2000.0,2000.0,48.45,-98.99,48.51,-98.93,4.97,200,1,1,1,95,0,0,0,0,KMVX
620387,2021,8,9,2021-08-09,18:24:00,3,IL,17,0,-9,0,0,0.0,0.0,41.41,-89.55,41.41,-89.52,1.11,100,1,1,1,11,0,0,0,0,KDVN
620388,2021,8,9,2021-08-09,19:34:00,3,ND,38,0,0,0,0,0.0,0.0,47.56,-98.28,47.56,-98.2745,0.26,50,1,1,1,39,0,0,0,0,KMVX
620389,2021,8,9,2021-08-09,20:20:00,3,ND,38,0,2,0,0,150000.0,4000.0,47.67,-97.87,47.66,-97.81,2.88,300,1,1,1,91,0,0,0,0,KMVX
620390,2021,8,9,2021-08-09,20:42:00,3,ND,38,0,1,0,0,1000.0,0.0,47.76,-97.67,47.7619,-97.6466,1.09,150,1,1,1,35,0,0,0,0,KMVX
620391,2021,8,9,2021-08-09,21:55:00,3,MN,27,0,1,0,0,120000.0,10000.0,47.86,-96.85,47.88,-96.7772,3.65,200,1,1,1,119,0,0,0,0,KMVX
620392,2021,8,9,2021-08-09,22:05:00,3,MN,27,0,0,0,0,5000.0,1000.0,47.89,-96.73,47.9004,-96.6841,2.24,150,1,1,1,119,0,0,0,0,KMVX
620528,2021,9,12,2021-09-12,22:57:00,3,NY,36,0,1,0,0,10000.0,0.0,42.67,-77.64,42.66,-77.61,0.8,75,1,1,1,51,0,0,0,0,KBUF
620529,2021,9,17,2021-09-17,01:34:00,3,MN,27,0,0,0,0,2000.0,10000.0,44.4824,-93.952,44.496,-93.9259,1.59,50,1,1,1,143,0,0,0,0,KMPX
620530,2021,9,17,2021-09-17,02:00:00,3,MN,27,0,0,0,0,250000.0,0.0,44.7507,-93.383,44.7548,-93.3406,2.1,200,1,1,1,139,0,0,0,0,KMPX
620531,2021,9,17,2021-09-17,02:08:00,3,MN,27,0,0,0,0,0.0,0.0,44.7388,-93.2146,44.7415,-93.1986,0.81,75,1,1,1,37,0,0,0,0,KMPX
620532,2021,9,17,2021-09-17,02:08:00,3,MN,27,0,0,0,0,0.0,0.0,44.7906,-93.2434,44.7987,-93.2259,1.02,50,1,1,1,37,0,0,0,0,KMPX
620533,2021,9,18,2021-09-18,16:24:00,3,FL,12,0,0,0,0,0.0,0.0,29.43,-82.12,29.43,-82.12,0.1,20,1,1,1,1,0,0,0,0,KJAX
620534,2021,9,20,2021-09-20,15:47:00,3,MN,27,0,0,0,0,100000.0,0.0,44.0331,-92.2261,44.075,-92.1281,5.66,100,1,1,1,109,0,0,0,0,KARX
620535,2021,9,20,2021-09-20,16:56:00,3,WI,55,0,1,1,0,450000.0,0.0,44.423,-91.4507,44.5185,-91.3424,8.49,100,1,1,1,121,0,0,0,0,KARX
620536,2021,9,22,2021-09-22,16:20:00,3,PA,42,0,1,0,0,0.0,0.0,41.3625,-80.1151,41.3655,-80.112,0.26,90,1,1,1,85,0,0,0,0,KPBZ
620537,2021,9,27,2021-09-27,20:06:00,3,WA,53,0,0,0,0,40000.0,0.0,45.7804,-122.5982,45.8105,-122.5229,3.9,240,1,1,1,11,0,0,0,0,KDDC
620510,2021,9,1,2021-09-01,12:01:00,3,MD,24,0,2,0,0,0.0,0.0,38.85,-76.596,39.001,-76.509,11.43,200,1,1,1,3,0,0,0,0,KLWX
620511,2021,9,1,2021-09-01,12:48:00,3,MD,24,0,0,0,0,40000.0,0.0,39.197,-76.442,39.285,-76.388,6.73,75,1,1,1,5,0,0,0,0,KLWX
620512,2021,9,1,2021-09-01,14:15:00,3,PA,42,0,2,0,0,500000.0,0.0,39.77,-75.97,39.85,-75.93,5.92,350,1,1,1,29,0,0,0,0,KDOX
620513,2021,9,1,2021-09-01,14:45:00,3,MD,24,0,0,0,0,30000.0,5000.0,38.67,-75.86,38.62,-75.89,3.82,50,1,1,1,19,0,0,0,0,KDOX
620514,2021,9,1,2021-09-01,15:35:00,3,PA,42,0,2,2,1,5000000.0,0.0,40.107,-75.238,40.21,-75.158,8.28,400,1,1,1,91,0,0,0,0,KDIX
620515,2021,9,1,2021-09-01,15:59:00,3,PA,42,0,1,0,0,0.0,0.0,40.27,-75.11,40.327,-75.077,4.31,300,1,1,1,17,0,0,0,0,KDIX
620516,2021,9,1,2021-09-01,16:10:00,3,NJ,34,0,3,2,0,5000000.0,0.0,39.6769,-75.25,39.82,-75.11,12.37,400,1,1,1,15,0,0,0,0,KDOX
620517,2021,9,1,2021-09-01,16:30:00,3,PA,42,0,1,0,0,0.0,0.0,40.3,-74.94,40.316,-74.918,1.6,250,1,1,1,17,0,0,0,0,KDIX
620518,2021,9,1,2021-09-01,16:59:00,3,NJ,34,0,1,0,0,0.0,0.0,40.06,-74.89,40.0953,-74.8577,2.98,200,2,0,1,0,0,0,0,0,KDIX
620518,2021,9,1,2021-09-01,16:59:00,3,NJ,34,0,1,0,0,0.0,0.0,40.06,-74.89,40.0815,-74.8695,1.84,200,2,1,2,5,0,0,0,0,KDIX
620518,2021,9,1,2021-09-01,17:03:00,3,PA,42,0,1,0,0,0.0,0.0,40.0816,-74.8695,40.0953,-74.8577,1.14,200,2,1,2,17,0,0,0,0,KDIX
620519,2021,9,1,2021-09-01,17:32:00,3,NJ,34,0,0,0,0,0.0,0.0,40.31,-74.67,40.34,-74.64,2.61,100,1,1,1,21,0,0,0,0,KDIX
620520,2021,9,1,2021-09-01,23:30:00,3,MA,25,0,0,0,0,15000.0,0.0,41.7413,-70.2135,41.7427,-70.2134,0.1,15,1,1,1,1,0,0,0,0,KBOX
620521,2021,9,2,2021-09-02,18:28:00,3,UT,49,0,1,0,0,0.0,750000.0,40.8575,-111.9304,40.8746,-111.8982,2.05,350,1,1,1,11,0,0,0,0,KDDC
620522,2021,9,7,2021-09-07,17:45:00,3,MI,26,0,1,0,0,0.0,0.0,41.8982,-84.6931,41.8929,-84.5897,5.33,450,1,1,1,59,0,0,0,0,KIWX
620523,2021,9,8,2021-09-08,15:32:00,3,PA,42,0,1,0,0,0.0,0.0,40.7586,-77.0062,40.7507,-76.9959,0.73,30,1,1,1,109,0,0,0,0,KCCX
620524,2021,9,8,2021-09-08,15:35:00,3,PA,42,0,0,0,0,20000.0,0.0,40.7529,-76.9131,40.7561,-76.8878,1.45,30,1,1,1,109,0,0,0,0,KCCX
620525,2021,9,8,2021-09-08,19:08:00,3,FL,12,0,0,0,0,0.0,0.0,30.1599,-84.4497,30.1775,-84.4629,1.45,50,1,1,1,129,0,0,0,0,KTLH
620526,2021,9,9,2021-09-09,02:10:00,3,CT,9,0,0,0,0,40000.0,0.0,41.75,-72.299,41.757,-72.288,0.75,75,1,1,1,13,0,0,0,0,KOKX
620527,2021,9,9,2021-09-09,17:58:00,3,CA,6,0,0,0,0,0.0,0.0,34.5203,-117.7595,34.5059,-117.7334,1.79,9,1,1,1,37,0,0,0,0,KDDC
621927,2022,10,12,2022-10-12,10:13:00,3,WI,55,0,0,0,0,0.0,0.0,43.1746,-88.8006,43.1719,-88.7919,0.48,25,1,1,1,55,0,0,0,0,KMKX
621928,2022,10,12,2022-10-12,10:18:00,3,WI,55,0,0,0,0,0.0,0.0,43.0757,-88.8178,43.074,-88.8093,0.44,25,1,1,1,55,0,0,0,0,KMKX
621929,2022,10,12,2022-10-12,10:42:00,3,WI,55,0,0,0,0,0.0,0.0,42.9654,-88.5854,42.96,-88.5717,0.79,25,1,1,1,55,0,0,0,0,KMKX
621930,2022,10,12,2022-10-12,10:48:00,3,WI,55,0,0,0,0,0.0,0.0,43.1017,-88.3812,43.1011,-88.3691,0.61,50,1,1,1,133,0,0,0,0,KMKX
621931,2022,10,12,2022-10-12,11:17:00,3,WI,55,0,0,0,0,0.0,0.0,42.5956,-88.377,42.5741,-88.3391,2.43,40,1,1,1,127,0,0,0,0,KMKX
621932,2022,10,12,2022-10-12,11:17:00,3,WI,55,0,0,0,0,0.0,0.0,43.0062,-88.0434,42.991,-87.9863,3.07,40,1,1,1,79,0,0,0,0,KMKX
621933,2022,10,12,2022-10-12,11:20:00,3,WI,55,0,0,0,0,0.0,0.0,42.6596,-88.2872,42.6358,-88.216,3.97,25,1,1,1,101,0,0,0,0,KMKX
621934,2022,10,12,2022-10-12,19:55:00,3,GA,13,0,0,0,0,0.0,0.0,31.9825,-82.8483,31.9854,-82.8428,0.38,100,1,1,1,271,0,0,0,0,KJGX
621935,2022,10,13,2022-10-13,14:23:00,3,TX,48,0,-9,0,0,0.0,0.0,27.59,-97.47,27.5916,-97.4675,0.19,20,1,1,1,355,0,0,0,0,KCRP
621936,2022,10,16,2022-10-16,16:00:00,3,AZ,4,0,0,0,0,0.0,0.0,33.1997,-111.8819,33.1983,-111.8865,0.28,25,1,1,1,21,0,0,0,0,KDYX
621937,2022,10,17,2022-10-17,16:41:00,3,FL,12,0,0,0,0,142240.0,0.0,27.57,-80.37,27.56,-80.36,0.5,100,1,1,1,61,0,0,0,0,KMLB
621938,2022,10,22,2022-10-22,18:40:00,3,OR,41,0,0,0,0,50000.0,0.0,45.3753,-122.1413,45.3723,-122.1371,0.87,248,1,1,1,5,0,0,0,0,KDDC
621939,2022,10,24,2022-10-24,08:27:00,3,OK,40,0,0,0,0,5000.0,0.0,35.391,-97.841,35.399,-97.791,2.9,50,1,1,1,17,0,0,0,0,KTLX
621940,2022,10,24,2022-10-24,09:32:00,3,OK,40,0,0,0,0,0.0,0.0,35.144,-96.933,35.144,-96.933,0.1,10,1,1,1,125,0,0,0,0,KTLX
621941,2022,10,24,2022-10-24,17:30:00,3,OR,41,0,0,0,0,25000.0,0.0,45.1607,-122.9069,45.1607,-122.9055,0.04,17,1,1,1,47,0,0,0,0,KDDC
621942,2022,10,24,2022-10-24,19:46:00,3,TX,48,0,1,0,0,500000.0,0.0,30.797,-97.6742,30.7883,-97.61,3.86,150,1,1,1,491,0,0,0,0,KGRK
621943,2022,10,25,2022-10-25,03:39:00,3,LA,22,0,2,0,0,150000.0,0.0,30.652,-92.8043,30.6557,-92.7982,0.44,170,1,1,1,3,0,0,0,0,KPOE
621944,2022,10,25,2022-10-25,22:14:00,3,FL,12,0,0,0,0,20000.0,0.0,30.7768,-85.7261,30.7776,-85.7072,1.12,70,1,1,1,59,0,0,0,0,KEVX
621945,2022,10,29,2022-10-29,11:35:00,3,FL,12,0,0,0,0,0.0,0.0,30.393,-86.5927,30.3943,-86.5926,0.08,20,1,1,1,91,0,0,0,0,KEVX
621946,2022,10,29,2022-10-29,13:20:00,3,MS,28,0,1,0,0,0.0,0.0,30.4074,-88.5116,30.4467,-88.5223,2.79,250,1,1,1,59,0,0,0,0,KMOB
621947,2022,10,29,2022-10-29,13:28:00,3,MS,28,0,1,0,0,5000.0,0.0,30.5976,-88.6424,30.6116,-88.6535,1.25,150,1,1,1,59,0,0,0,0,KMOB
621948,2022,10,29,2022-10-29,15:27:00,3,MS,28,0,1,0,0,10000.0,0.0,30.617,-88.4942,30.6323,-88.4962,1.06,50,1,1,1,59,0,0,0,0,KMOB
621949,2022,10,29,2022-10-29,16:03:00,3,AL,1,0,0,0,0,0.0,0.0,30.516,-88.1968,30.5427,-88.1978,1.84,20,1,1,1,97,0,0,0,0,KMOB
621950,2022,10,29,2022-10-29,16:10:00,3,AL,1,0,0,0,0,0.0,0.0,30.3159,-87.7587,30.3232,-87.7585,0.5,20,1,1,1,3,0,0,0,0,KMOB
621951,2022,10,29,2022-10-29,16:16:00,3,AL,1,0,1,0,0,0.0,0.0,30.3638,-87.7665,30.3703,-87.773,0.59,40,1,1,1,3,0,0,0,0,KMOB
621952,2022,10,29,2022-10-29,16:23:00,3,AL,1,0,0,0,0,0.0,0.0,30.613,-88.0551,30.6488,-88.0721,2.67,110,1,1,1,97,0,0,0,0,KMOB
621953,2022,10,29,2022-10-29,16:33:00,3,MS,28,0,-9,0,0,0.0,0.0,30.6877,-88.5766,30.7287,-88.577,2.83,25,1,1,1,59,0,0,0,0,KMOB
621954,2022,10,29,2022-10-29,17:40:00,3,AL,1,0,1,0,0,0.0,0.0,30.537,-88.2623,30.6075,-88.2537,4.9,250,1,1,1,97,0,0,0,0,KMOB
621955,2022,10,29,2022-10-29,17:50:00,3,AL,1,0,1,0,0,0.0,0.0,30.2785,-87.7249,30.3144,-87.7262,2.48,110,1,1,1,3,0,0,0,0,KMOB
621956,2022,10,29,2022-10-29,17:57:00,3,AL,1,0,0,0,0,0.0,0.0,30.7087,-88.1346,30.739,-88.1271,2.14,10,1,1,1,97,0,0,0,0,KMOB
621957,2022,10,29,2022-10-29,18:09:00,3,AL,1,0,0,0,0,0.0,0.0,30.713,-88.1879,30.7483,-88.1846,2.45,180,1,1,1,97,0,0,0,0,KMOB
621958,2022,10,29,2022-10-29,19:51:00,3,AL,1,0,0,0,0,0.0,0.0,30.4426,-87.9109,30.4429,-87.9109,0.02,20,1,1,1,3,0,0,0,0,KMOB
621959,2022,10,29,2022-10-29,20:19:00,3,AL,1,0,0,0,0,0.0,0.0,30.6028,-87.894,30.6108,-87.8901,0.6,20,1,1,1,3,0,0,0,0,KMOB
621960,2022,10,29,2022-10-29,20:29:00,3,AL,1,0,1,0,0,0.0,0.0,30.6688,-87.8956,30.6723,-87.8944,0.25,20,1,1,1,3,0,0,0,0,KMOB
621925,2022,10,3,2022-10-03,13:37:00,3,AZ,4,0,1,0,0,350000.0,0.0,35.36,-112.2108,35.3631,-112.199,0.7,30,1,1,1,5,0,0,0,0,KDDC
621926,2022,10,8,2022-10-08,15:25:00,3,CA,6,0,0,0,0,0.0,0.0,33.7,-117.213,33.7024,-117.1861,1.56,50,1,1,1,65,0,0,0,0,KDDC
621993,2022,11,11,2022-11-11,14:43:00,3,VA,51,0,0,0,0,60000.0,0.0,37.95,-77.11,37.99,-77.1,2.87,150,1,1,1,97,33,0,0,0,KAKQ
621994,2022,11,11,2022-11-11,14:59:00,3,VA,51,0,0,0,0,15000.0,0.0,36.93,-77.62,36.96,-77.615,2.09,50,1,1,1,53,0,0,0,0,KAKQ
621995,2022,11,26,2022-11-26,14:18:00,3,LA,22,0,1,0,0,35000.0,0.0,29.8714,-90.4417,29.88,-90.4357,0.69,200,1,1,1,89,0,0,0,0,KLIX
621996,2022,11,29,2022-11-29,16:23:00,3,MS,28,0,1,0,0,15000.0,0.0,31.3824,-90.0697,31.4009,-90.0444,2.0,200,1,1,1,77,0,0,0,0,KJAN
621997,2022,11,29,2022-11-29,17:03:00,3,MS,28,0,0,0,0,5000.0,0.0,31.4257,-89.8311,31.445,-89.7791,3.35,70,1,1,1,65,91,65,0,0,KJAN
621998,2022,11,29,2022-11-29,17:11:00,3,MS,28,0,1,0,0,100000.0,0.0,33.4605,-89.2425,33.49,-89.1303,6.8,330,1,1,1,19,0,0,0,0,KGWX
621999,2022,11,29,2022-11-29,17:13:00,3,MS,28,0,1,0,0,60000.0,0.0,31.4597,-89.7572,31.4852,-89.6994,3.86,400,1,1,1,65,0,0,0,0,KJAN
622000,2022,11,29,2022-11-29,18:03:00,3,LA,22,0,3,1,0,450000.0,0.0,31.9743,-92.0655,32.0197,-91.9417,7.9,300,1,1,1,21,0,0,0,0,KPOE
622001,2022,11,29,2022-11-29,18:26:00,3,MS,28,0,2,0,0,1000000.0,0.0,33.5832,-88.4231,33.6137,-88.2838,8.42,1100,1,1,1,87,0,0,0,0,KGWX
622002,2022,11,29,2022-11-29,18:30:00,3,MS,28,0,2,0,0,450000.0,0.0,31.8464,-89.2062,31.9586,-89.0584,11.81,330,1,1,1,61,0,0,0,0,KJAN
622003,2022,11,29,2022-11-29,18:47:00,3,MS,28,0,1,0,0,11000.0,0.0,33.1509,-89.1935,33.2066,-89.1403,5.06,300,1,1,1,159,19,0,0,0,KGWX
622004,2022,11,29,2022-11-29,19:06:00,3,LA,22,0,-9,0,0,0.0,0.0,32.2898,-91.3668,32.2954,-91.3489,1.12,10,1,1,1,65,0,0,0,0,KJAN
622005,2022,11,29,2022-11-29,19:32:00,3,LA,22,0,-9,0,0,0.0,0.0,32.3972,-91.0795,32.4001,-91.0735,0.4,10,1,1,1,65,0,0,0,0,KJAN
622006,2022,11,29,2022-11-29,19:35:00,3,MS,28,0,1,0,0,3000.0,0.0,33.3312,-88.6363,33.3625,-88.6155,2.47,250,1,1,1,87,0,0,0,0,KGWX
622007,2022,11,29,2022-11-29,21:44:00,3,AL,1,0,1,0,0,0.0,0.0,32.8445,-87.9401,32.9362,-87.627,19.26,1200,1,1,1,63,65,63,65,0,KGWX
622008,2022,11,30,2022-11-30,00:28:00,3,AL,1,0,0,0,0,0.0,0.0,33.6237,-87.383,33.6122,-87.3514,1.99,50,1,1,1,127,0,0,0,0,KBMX
622009,2022,11,30,2022-11-30,00:42:00,3,MS,28,0,1,0,0,200000.0,0.0,31.1033,-90.6101,31.117,-90.4469,9.71,250,1,1,1,5,113,0,0,0,KLIX
622010,2022,11,30,2022-11-30,00:57:00,3,AL,1,0,0,0,0,0.0,0.0,33.9149,-86.6725,33.9156,-86.6126,3.46,500,1,1,1,9,0,0,0,0,KBMX
622011,2022,11,30,2022-11-30,01:11:00,3,AL,1,0,1,0,0,0.0,0.0,32.0608,-87.9057,32.1638,-87.6753,15.49,535,1,1,1,91,0,0,0,0,KMOB
622012,2022,11,30,2022-11-30,01:37:00,3,AL,1,0,0,0,0,0.0,0.0,33.6806,-86.064,33.6878,-86.0539,0.79,300,1,1,1,15,0,0,0,0,KBMX
622013,2022,11,30,2022-11-30,01:49:00,3,MS,28,0,2,0,0,150000.0,0.0,31.1649,-89.8896,31.1585,-89.7895,5.99,150,1,1,1,91,0,0,0,0,KLIX
622014,2022,11,30,2022-11-30,02:27:00,3,MS,28,0,3,0,0,0.0,0.0,31.3351,-88.5049,31.3714,-88.1853,19.03,500,2,0,1,0,0,0,0,0,KMOB
622014,2022,11,30,2022-11-30,02:27:00,3,MS,28,0,1,0,0,0.0,0.0,31.3351,-88.5049,31.339,-88.444,3.6,500,2,1,2,41,0,0,0,0,KMOB
